id_year,id,plot_id,observer_id,x,y,year,Lapwing,log_Lapwing,log_Lapwing_lag,Crow,log_Crow,log_Crow_lag,Grasslands_Pastures,Arable_land,Tmin_winter,Precip_winter,dispersion
242088_2011,242088,784,3926,511.5,337.5,2011,2.23214285714286,1.1731453405306773,NA,0,0,NA,0,96,-6,4.47,0.650684745334988
242280_2002,242280,5095,1473,511.5,529.5,2002,2.97619047619048,1.3803241941333877,0,0,0,0,46,0,-3.3,4.8,0.8418767451494903
242280_2020,242280,5095,8765,511.5,529.5,2020,2.23214285714286,1.1731453405306773,0,3.84615384615385,1.5781853689299967,0,49,0,0.2,4.52,0.20674142348064112
243529_2012,243529,2823,1378,513.5,438.5,2012,2.97619047619048,1.3803241941333877,0,0,0,1.3570239788197789,27,11,-4.8,4.8,0.3362927079213694
243659_2022,243659,907,8863,513.5,568.5,2022,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,0,99,-2.2,4.81,0.2136920035732019
243795_2023,243795,3716,4933,513.5,704.5,2023,2.23214285714286,1.1731453405306773,0,3.84615384615385,1.5781853689299967,2.0452083700375936,0,100,NA,NA,0.2096554275545099
244333_2022,244333,7603,8863,514.5,572.5,2022,5.95238095238095,1.9390841839849131,NA,0,0,NA,0,96,-2.2,4.83,0.21057137543146884
245726_2009,245726,1272,9050,516.5,625.5,2009,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,-3.4,4.29,0.21004473992167758
248377_2020,248377,4922,3457,520.5,596.5,2020,2.97619047619048,1.3803241941333877,0,0,0,0.6737290947028439,9,39,0.4,4.63,0.21087040212930205
249554_2008,249554,5062,815,522.5,433.5,2008,2.97619047619048,1.3803241941333877,0,0,0,0,7,80,-1.7,4.6,0.2104127373083059
249581_2015,249581,4990,6134,522.5,460.5,2015,4.46428571428571,1.6982334112172308,0,0,0,0,0,100,-2.1,4.62,0.5118469011468019
249581_2024,249581,4990,6134,522.5,460.5,2024,10.4166666666667,2.4350742760401274,0.5562086296138083,0,0,0,0,100,NA,NA,0.5205689221636367
250034_2011,250034,6869,8240,523.5,243.5,2011,2.23214285714286,1.1731453405306773,0,0,0,0,4,14,-6.1,4.5,0.6599362593329312
250084_2018,250084,7556,436,523.5,293.5,2018,2.23214285714286,1.1731453405306773,0,0,0,0,6,14,-3.3,4.51,0.21049123027907726
250865_2008,250865,6520,4358,524.5,404.5,2008,2.97619047619048,1.3803241941333877,NA,0,0,NA,24,15,-1.8,4.53,0.3355728794079083
250865_2009,250865,6520,4358,524.5,404.5,2009,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0,8,12,-4,4.42,0.20502212558779273
252038_2018,252038,1381,771,526.5,237.5,2018,2.23214285714286,1.1731453405306773,0,0,0,0,0,54,-2.9,4.52,0.21127879003443248
253368_2003,253368,6835,436,528.5,227.5,2003,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-8,4.45,0.5733483852740164
253368_2004,253368,6835,436,528.5,227.5,2004,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0,0,100,-4.9,5.06,0.6492999693557684
253368_2022,253368,6835,7961,528.5,227.5,2022,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,0,98,-2.3,5.04,0.6673754553303595
253480_2004,253480,7521,2290,528.5,339.5,2004,2.23214285714286,1.1731453405306773,0.9115174531214981,0.961538461538462,0.6737290947028439,0,0,100,-4.6,4.86,0.21162897427452046
255376_2010,255376,8218,7917,531.5,225.5,2010,2.23214285714286,1.1731453405306773,0,0.961538461538462,0.6737290947028439,1.072636802264848,4,83,-5.5,4.95,0.21218489137534022
256399_2013,256399,1687,1759,532.5,578.5,2013,2.23214285714286,1.1731453405306773,NA,0,0,NA,0,100,-5.1,4.71,0.37125685261287955
257488_2003,257488,9948,4062,534.5,327.5,2003,4.46428571428571,1.6982334112172308,0,0.961538461538462,0.6737290947028439,0,0,69,-7.7,4.13,0.5071291162370875
257488_2011,257488,9948,4062,534.5,327.5,2011,5.20833333333333,1.825892475597513,0.9115174531214981,0,0,0,0,46,-6.2,4.49,0.5991835823746291
257488_2015,257488,9948,4062,534.5,327.5,2015,8.92857142857143,2.2954166035154335,NA,0,0,NA,0,56,-1.9,4.7,0.7619670024669231
257859_2009,257859,5642,2020,534.5,698.5,2009,2.23214285714286,1.1731453405306773,0,0,0,0,41,21,-3,4.57,1.01159115197453
257859_2011,257859,5642,2020,534.5,698.5,2011,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,20,13,-6.5,5.05,0.20982192017415657
257859_2014,257859,5642,8735,534.5,698.5,2014,2.23214285714286,1.1731453405306773,0,0,0,0,16,13,-1.6,4.82,0.9542227669572132
261577_2024,261577,6698,4364,540.5,396.5,2024,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,NA,NA,0.9690501232740976
270850_2016,270850,1311,2285,554.5,289.5,2016,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,-1.9,4.96,0.2103012586579918
270880_2010,270880,3392,144,554.5,319.5,2010,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,4,0,-5.9,4.8,0.9439217727447884
270880_2011,270880,3392,144,554.5,319.5,2011,5.20833333333333,1.825892475597513,1.1731453405306773,0,0,0,4,0,-6.3,4.53,0.28775458893111017
270880_2019,270880,3392,144,554.5,319.5,2019,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,3,2,-1.7,4.86,1.114993932623205
271022_2011,271022,5338,5254,554.5,461.5,2011,3.7202380952381,1.55185924223159,0.5562086296138083,0,0,0,2,95,-6.6,4.53,0.31170734543462136
271022_2017,271022,5338,9739,554.5,461.5,2017,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,13,87,-4.7,4.44,0.2099416983463228
271022_2023,271022,5338,2069,554.5,461.5,2023,3.7202380952381,1.55185924223159,0.9115174531214981,0,0,0,18,82,NA,NA,0.35415137055275003
272133_2007,272133,9912,6017,556.5,232.5,2007,3.7202380952381,1.55185924223159,0,0,0,0,0,56,-0.8,4.98,0.7419120387790601
272133_2011,272133,9912,6017,556.5,232.5,2011,3.7202380952381,1.55185924223159,0,0,0,0,0,49,-6.2,4.52,0.2128702192921178
276769_2007,276769,9017,296,563.5,178.5,2007,2.97619047619048,1.3803241941333877,NA,0,0,NA,22,11,-3.5,5.32,0.9414647181348612
276769_2008,276769,9017,296,563.5,178.5,2008,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,18,14,-5.5,4.71,0.36362246332392395
276769_2009,276769,9017,296,563.5,178.5,2009,8.18452380952381,2.217519872959902,1.3803241941333877,4.80769230769231,1.7591832987934426,0,20,12,-6.7,5.25,0.8124175205028976
276769_2010,276769,9017,296,563.5,178.5,2010,4.46428571428571,1.6982334112172308,2.217519872959902,0.961538461538462,0.6737290947028439,1.7591832987934426,22,14,-7.9,5.24,0.8106695912845285
276769_2011,276769,9017,296,563.5,178.5,2011,4.46428571428571,1.6982334112172308,1.6982334112172308,NA,NA,NA,14,20,-8.9,4.79,1.0180736029272919
276769_2014,276769,9017,296,563.5,178.5,2014,2.97619047619048,1.3803241941333877,0,0,0,0,74,20,-4.6,4.91,0.5478215322382891
276769_2017,276769,9017,296,563.5,178.5,2017,2.23214285714286,1.1731453405306773,0.5562086296138083,0.961538461538462,0.6737290947028439,1.3570239788197789,60,9,-8.5,4.61,1.0223299574577431
276769_2019,276769,9017,296,563.5,178.5,2019,2.23214285714286,1.1731453405306773,NA,0,0,NA,37,9,-5.7,5.16,0.21921181650862712
276769_2022,276769,9017,296,563.5,178.5,2022,2.97619047619048,1.3803241941333877,0.9115174531214981,0.961538461538462,0.6737290947028439,0,57,0,-5.8,5.42,0.3297618982892551
276769_2023,276769,9017,296,563.5,178.5,2023,5.20833333333333,1.825892475597513,1.3803241941333877,0,0,0.6737290947028439,62,0,NA,NA,0.98585051510225985
277129_2012,277129,9480,8109,563.5,538.5,2012,2.23214285714286,1.1731453405306773,NA,0,0,NA,0,95,-4.8,4.75,0.5734592927922065
280514_2015,280514,303,1620,568.5,573.5,2015,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,0,44,-1.8,4.73,1.145888773322932
282339_2005,282339,5757,553,571.5,388.5,2005,2.23214285714286,1.1731453405306773,0,0.961538461538462,0.6737290947028439,0,41,59,-4.1,4.48,0.8478799398664169
285596_2021,285596,4252,7200,576.5,295.5,2021,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-3.9,4.74,0.2114388342949602
285596_2023,285596,4252,7200,576.5,295.5,2023,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,0,100,NA,NA,0.7579275725881325
287753_2021,287753,3223,313,579.5,442.5,2021,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,100,-3.9,4.45,0.8756115969508582
291239_2001,291239,461,9477,584.5,578.5,2001,2.97619047619048,1.3803241941333877,NA,0,0,NA,2,91,-2.6,4.39,0.856091850066703
291239_2005,291239,461,9477,584.5,578.5,2005,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,98,-3.2,4.48,0.33264460245197364
291239_2009,291239,461,5148,584.5,578.5,2009,3.7202380952381,1.55185924223159,0.5562086296138083,2.88461538461539,1.3570239788197789,0,0,98,-3.6,4.28,0.946508656419738
291239_2021,291239,461,5148,584.5,578.5,2021,2.97619047619048,1.3803241941333877,0,0,0,1.3570239788197789,0,98,-4.2,4.38,0.20862674985829505
291240_2002,291240,8282,9477,584.5,579.5,2002,2.97619047619048,1.3803241941333877,0.5562086296138083,4.80769230769231,1.7591832987934426,1.072636802264848,13,66,-3.6,4.83,0.20982545532672028
291240_2005,291240,8282,5148,584.5,579.5,2005,2.23214285714286,1.1731453405306773,NA,0,0,NA,2,94,-3.2,4.48,0.21171603098599762
291240_2010,291240,8282,9477,584.5,579.5,2010,4.46428571428571,1.6982334112172308,0,0,0,0,8,83,-6.8,4.44,0.21115940767838312
291240_2014,291240,8282,9477,584.5,579.5,2014,2.97619047619048,1.3803241941333877,0,0,0,0,1,92,-2.2,4.41,0.20938788856407034
291240_2017,291240,8282,9477,584.5,579.5,2017,2.23214285714286,1.1731453405306773,0,0.961538461538462,0.6737290947028439,0,5,80,-3.9,4.55,1.2340970982466175
291329_2011,291329,5876,8343,584.5,668.5,2011,3.7202380952381,1.55185924223159,0.9115174531214981,0.961538461538462,0.6737290947028439,0,0,29,-7,5,0.8817255511444845
291329_2012,291329,5876,8343,584.5,668.5,2012,5.20833333333333,1.825892475597513,1.55185924223159,0.961538461538462,0.6737290947028439,0.6737290947028439,2,29,-4.6,5.04,0.7926118625442421
291329_2020,291329,5876,8343,584.5,668.5,2020,2.23214285714286,1.1731453405306773,0,1.92307692307692,1.072636802264848,0,8,23,0.4,4.85,0.20953621001496786
292671_2005,292671,3137,8343,586.5,670.5,2005,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,3,61,-3.2,4.84,0.21198968423820125
292671_2009,292671,3137,8343,586.5,670.5,2009,2.97619047619048,1.3803241941333877,0,0.961538461538462,0.6737290947028439,0,20,44,-3.5,4.57,0.9472442123142114
292671_2010,292671,3137,8343,586.5,670.5,2010,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0.6737290947028439,21,44,-7.2,4.67,1.2300356125886645
292671_2011,292671,3137,8343,586.5,670.5,2011,4.46428571428571,1.6982334112172308,1.1731453405306773,0,0,0,17,47,-7.1,5,0.8362926713622016
292671_2013,292671,3137,8343,586.5,670.5,2013,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,32,40,-5.4,4.86,0.6672820919166219
292671_2021,292671,3137,8343,586.5,670.5,2021,4.46428571428571,1.6982334112172308,0.5562086296138083,0,0,0,11,61,-4.4,4.66,0.3012990823999464
293171_2011,293171,329,7419,587.5,500.5,2011,7.44047619047619,2.1330387276888136,0,1.92307692307692,1.072636802264848,0,19,0,-6.5,4.51,0.42379079853231855
293384_2012,293384,8207,8054,587.5,713.5,2012,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,2,1,-4.3,5.28,0.329942534936271
293384_2014,293384,8207,8054,587.5,713.5,2014,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,0,0,-2.1,4.97,0.2060391895189763
293384_2016,293384,8207,8054,587.5,713.5,2016,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,2,0,-1.6,5.22,0.2099719719588952
293738_2004,293738,5739,553,588.5,397.5,2004,2.23214285714286,1.1731453405306773,0,0,0,0,0,70,-4.6,4.84,0.6440242731368978
293738_2011,293738,5739,553,588.5,397.5,2011,3.7202380952381,1.55185924223159,0.9115174531214981,0,0,0,12,58,-6.6,4.54,0.8972159817917327
295655_2003,295655,6243,7637,591.5,304.5,2003,2.97619047619048,1.3803241941333877,NA,0,0,NA,20,49,-8.3,4.34,0.20805822593044945
295655_2004,295655,6243,7637,591.5,304.5,2004,6.69642857142857,2.040756399368598,1.3803241941333877,0,0,0,6,59,-4.9,5.02,0.5572783231663273
296576_2010,296576,8983,4407,592.5,555.5,2010,2.23214285714286,1.1731453405306773,0,0,0,0.6737290947028439,7,0,-6.8,4.47,0.8060521901607601
296576_2015,296576,8983,4407,592.5,555.5,2015,2.23214285714286,1.1731453405306773,0,0,0,0,10,0,-1.8,4.65,0.21364758057131303
296576_2016,296576,8983,4407,592.5,555.5,2016,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,8,2,-1.5,4.61,0.2086565528554988
296576_2018,296576,8983,4407,592.5,555.5,2018,2.97619047619048,1.3803241941333877,0.5562086296138083,0,0,0.6737290947028439,6,1,-2.9,4.33,0.33739732773871967
296576_2023,296576,8983,4407,592.5,555.5,2023,2.23214285714286,1.1731453405306773,0.9115174531214981,0.961538461538462,0.6737290947028439,0,7,0,NA,NA,0.21421557238067332
297816_2022,297816,3774,1967,594.5,455.5,2022,2.23214285714286,1.1731453405306773,NA,0,0,NA,22,73,-2.4,4.72,0.2130721760110042
301247_2024,301247,6111,8781,599.5,536.5,2024,2.23214285714286,1.1731453405306773,0,0,0,0,7,48,NA,NA,0.21103308468739038
301836_2019,301836,486,1216,600.5,455.5,2019,2.97619047619048,1.3803241941333877,0.5562086296138083,0,0,0,2,87,-1.8,4.8,0.3346531184732397
303702_2017,303702,1818,7200,603.5,311.5,2017,2.23214285714286,1.1731453405306773,0,0,0,0.6737290947028439,7,51,-5.4,4.55,0.8705391207668733
303838_2012,303838,5645,1216,603.5,447.5,2012,2.97619047619048,1.3803241941333877,0,0,0,1.072636802264848,0,86,-5.2,4.74,0.2081702258423558
305217_2024,305217,8322,8864,605.5,486.5,2024,5.95238095238095,1.9390841839849131,NA,0,0,NA,0,100,NA,NA,0.6651198717063341
305885_2021,305885,8570,133,606.5,484.5,2021,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,0,96,-4,4.41,0.6546244834620015
306341_2011,306341,9392,8423,607.5,270.5,2011,2.97619047619048,1.3803241941333877,0,0,0,0,0,86,-6.2,4.58,0.36889141416477167
306341_2017,306341,9392,7200,607.5,270.5,2017,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,0,86,-5.3,4.51,1.2338619240071262
306341_2018,306341,9392,8423,607.5,270.5,2018,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,0,86,-3.1,4.6,0.8532493519810693
306341_2019,306341,9392,7200,607.5,270.5,2019,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,0,86,-1.8,4.89,0.2093427370428385
306341_2020,306341,9392,8423,607.5,270.5,2020,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,0,86,-0.6,4.83,1.2546836191089716
306341_2024,306341,9392,8423,607.5,270.5,2024,2.97619047619048,1.3803241941333877,0.9115174531214981,2.88461538461539,1.3570239788197789,1.5781853689299967,0,86,NA,NA,0.20848482311777614
306997_2010,306997,2230,8423,608.5,256.5,2010,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,100,-5.5,4.88,0.6385439859826051
310056_2009,310056,3745,8054,612.5,635.5,2009,2.23214285714286,1.1731453405306773,0,0,0,0,16,0,-3.9,4.41,0.2100762224392763
310056_2010,310056,3745,8054,612.5,635.5,2010,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0,16,0,-7.4,4.52,1.0004621577666992
310056_2019,310056,3745,8054,612.5,635.5,2019,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,2,0,-2,4.91,0.2137448354075148
310056_2020,310056,3745,8054,612.5,635.5,2020,2.97619047619048,1.3803241941333877,1.3803241941333877,0.961538461538462,0.6737290947028439,0,0,0,-0,4.62,1.2950952346985813
310056_2021,310056,3745,8054,612.5,635.5,2021,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0.6737290947028439,0,0,-4.7,4.47,0.7935117368372506
310056_2022,310056,3745,8054,612.5,635.5,2022,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,4,0,-2.5,4.82,1.2134637818822904
311108_2006,311108,7018,3793,614.5,347.5,2006,2.97619047619048,1.3803241941333877,0.9115174531214981,0.961538461538462,0.6737290947028439,0.6737290947028439,0,0,-7.7,5.14,0.6910906070807159
311696_2023,311696,5748,8423,615.5,265.5,2023,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,NA,NA,0.205541065782388
313086_2000,313086,8473,2424,617.5,315.5,2000,5.20833333333333,1.825892475597513,NA,0,0,NA,NA,NA,-3.9,4.76,0.7779056205700009
313086_2002,313086,8473,2424,617.5,315.5,2002,2.23214285714286,1.1731453405306773,NA,0,0,NA,0,66,-5,4.69,0.37491828448971926
313086_2003,313086,8473,2424,617.5,315.5,2003,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0,1,66,-8.9,4.32,1.1298017056917082
313086_2005,313086,8473,2424,617.5,315.5,2005,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,2,63,-4.8,4.79,0.7388180729963597
313086_2006,313086,8473,2424,617.5,315.5,2006,3.7202380952381,1.55185924223159,1.3803241941333877,0,0,0,2,63,-7.9,5.08,0.6807289426566974
313086_2008,313086,8473,2424,617.5,315.5,2008,3.7202380952381,1.55185924223159,0.5562086296138083,0,0,0,5,61,-2.8,4.44,1.0656378280869876
315841_2022,315841,2731,133,621.5,390.5,2022,2.23214285714286,1.1731453405306773,NA,0,0,NA,2,97,-2.4,4.79,1.3290358534809061
319917_2015,319917,9342,6655,627.5,446.5,2015,3.7202380952381,1.55185924223159,0.9115174531214981,0,0,0,0,39,-2.2,4.76,0.7607396580225136
320405_2001,320405,9821,5999,628.5,264.5,2001,17.1130952380952,2.89663517049371,NA,0,0,NA,0,100,-2.8,4.73,0.9487785255442284
320405_2003,320405,9821,5999,628.5,264.5,2003,10.4166666666667,2.4350742760401274,0,0.961538461538462,0.6737290947028439,0.6737290947028439,0,100,-8.1,4.29,0.9227359534307408
320405_2006,320405,9821,5999,628.5,264.5,2006,3.7202380952381,1.55185924223159,0.5562086296138083,0,0,0,0,100,-7.2,4.93,1.1489609499572861
320405_2009,320405,9821,5999,628.5,264.5,2009,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,0,100,-3.7,4.74,0.7441667796591387
320405_2010,320405,9821,5999,628.5,264.5,2010,7.44047619047619,2.1330387276888136,1.3803241941333877,1.92307692307692,1.072636802264848,0,0,100,-5.4,4.8,1.1683191838765499
320405_2011,320405,9821,5999,628.5,264.5,2011,8.92857142857143,2.2954166035154335,2.1330387276888136,0.961538461538462,0.6737290947028439,1.072636802264848,0,100,-6,4.49,0.6050433161017397
320405_2013,320405,9821,5999,628.5,264.5,2013,11.9047619047619,2.5575963831562776,0,0,0,0,0,100,-4.6,4.84,1.192520579884726
320405_2014,320405,9821,5999,628.5,264.5,2014,6.69642857142857,2.040756399368598,2.5575963831562776,0,0,0,0,100,-1.9,4.51,0.5645746819534874
320405_2015,320405,9821,5999,628.5,264.5,2015,2.97619047619048,1.3803241941333877,2.040756399368598,0.961538461538462,0.6737290947028439,0,0,100,-2.2,4.74,0.5435480528854231
320405_2016,320405,9821,5999,628.5,264.5,2016,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0.6737290947028439,0,100,-1.6,4.83,0.5724272200514815
320405_2021,320405,9821,5999,628.5,264.5,2021,7.44047619047619,2.1330387276888136,0,0,0,0.6737290947028439,0,100,-3.6,4.64,0.7583953883809116
324444_2010,324444,2676,2548,634.5,283.5,2010,3.7202380952381,1.55185924223159,0,0,0,0,0,48,-5.9,4.87,0.31143373291002463
324444_2014,324444,2676,2548,634.5,283.5,2014,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,0,48,-2.4,4.57,0.8549497202716343
324444_2017,324444,2676,2548,634.5,283.5,2017,2.23214285714286,1.1731453405306773,0,0,0,0,0,48,-5.5,4.54,0.2112988046464249
324690_2001,324690,9928,9914,634.5,529.5,2001,4.46428571428571,1.6982334112172308,NA,0,0,NA,6,85,-2.9,4.23,0.8835443236702326
324690_2021,324690,9928,64,634.5,529.5,2021,4.46428571428571,1.6982334112172308,0.9115174531214981,0,0,0.6737290947028439,4,86,-4.4,4.33,0.21247606739076041
324690_2022,324690,9928,64,634.5,529.5,2022,2.97619047619048,1.3803241941333877,1.6982334112172308,1.92307692307692,1.072636802264848,0,0,97,-2.5,4.56,0.36202556400421365
324690_2023,324690,9928,64,634.5,529.5,2023,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,1.072636802264848,0,97,NA,NA,0.330879454782377
328608_2005,328608,9910,1216,640.5,427.5,2005,2.97619047619048,1.3803241941333877,NA,4.80769230769231,1.7591832987934426,NA,6,1,-3.5,4.45,0.3417645281880047
328608_2006,328608,9910,1216,640.5,427.5,2006,2.97619047619048,1.3803241941333877,1.3803241941333877,1.92307692307692,1.072636802264848,1.7591832987934426,15,1,-7.2,4.85,0.5624531266560231
328608_2007,328608,9910,1216,640.5,427.5,2007,2.23214285714286,1.1731453405306773,1.3803241941333877,6.73076923076923,2.0452083700375936,1.072636802264848,15,0,-0.8,4.83,1.2414693510458734
328608_2012,328608,9910,1216,640.5,427.5,2012,2.23214285714286,1.1731453405306773,0,2.88461538461539,1.3570239788197789,0,0,3,-4.9,4.64,0.21577588095755174
328608_2015,328608,9910,1216,640.5,427.5,2015,2.23214285714286,1.1731453405306773,0.5562086296138083,2.88461538461539,1.3570239788197789,0,0,3,-1.9,4.74,0.9459615175114868
328608_2016,328608,9910,1216,640.5,427.5,2016,2.23214285714286,1.1731453405306773,1.1731453405306773,0.961538461538462,0.6737290947028439,1.3570239788197789,0,0,-1.4,4.65,0.36632571037914935
328608_2018,328608,9910,1216,640.5,427.5,2018,2.23214285714286,1.1731453405306773,0,2.88461538461539,1.3570239788197789,1.072636802264848,0,0,-2.8,4.29,0.21170670452543613
328608_2023,328608,9910,1216,640.5,427.5,2023,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,5,4,NA,NA,0.8518105209661159
328874_2020,328874,9504,5920,640.5,693.5,2020,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,2,70,0.2,4.71,0.2118651041754151
330179_2013,330179,5768,1038,642.5,658.5,2013,2.97619047619048,1.3803241941333877,NA,0.961538461538462,0.6737290947028439,NA,9,15,-5.9,4.57,0.9454572306057254
330179_2019,330179,5768,1038,642.5,658.5,2019,2.97619047619048,1.3803241941333877,0.5562086296138083,0,0,0,21,15,-2.3,4.81,0.36591888050100985
330179_2020,330179,5768,1038,642.5,658.5,2020,5.20833333333333,1.825892475597513,1.3803241941333877,1.92307692307692,1.072636802264848,0,25,15,-0.2,4.53,0.6639604891355771
330179_2022,330179,5768,1038,642.5,658.5,2022,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,25,15,-2.8,4.75,0.6458383860525401
330179_2023,330179,5768,1038,642.5,658.5,2023,2.23214285714286,1.1731453405306773,1.1731453405306773,0.961538461538462,0.6737290947028439,0,25,15,NA,NA,0.37276954109534954
331318_2022,331318,1904,4973,644.5,457.5,2022,2.97619047619048,1.3803241941333877,0,0,0,0.6737290947028439,6,3,-2.4,4.71,0.7388515790658374
334680_2013,334680,8202,4973,649.5,469.5,2013,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,3,89,-4.9,4.63,1.1460006351065481
334680_2014,334680,8202,4973,649.5,469.5,2014,3.7202380952381,1.55185924223159,1.1731453405306773,0,0,0.6737290947028439,4,89,-2.4,4.34,0.5086039953326462
334680_2015,334680,8202,4973,649.5,469.5,2015,7.44047619047619,2.1330387276888136,1.55185924223159,1.92307692307692,1.072636802264848,0,4,89,-1.8,4.69,0.7387049915923017
334680_2016,334680,8202,4973,649.5,469.5,2016,5.95238095238095,1.9390841839849131,2.1330387276888136,0.961538461538462,0.6737290947028439,1.072636802264848,6,89,-1.3,4.58,0.503653928611887
334680_2017,334680,8202,4973,649.5,469.5,2017,5.20833333333333,1.825892475597513,1.9390841839849131,0,0,0.6737290947028439,3,89,-4.3,4.5,1.1469850545758158
334680_2018,334680,8202,4973,649.5,469.5,2018,7.44047619047619,2.1330387276888136,1.825892475597513,1.92307692307692,1.072636802264848,0,3,77,-2.8,4.25,0.5356239473416492
335565_2014,335565,2778,9491,650.5,684.5,2014,2.97619047619048,1.3803241941333877,0,0,0,0,4,96,-2.8,4.43,0.21394017275690888
336061_2017,336061,5990,9777,651.5,510.5,2017,2.23214285714286,1.1731453405306773,0,0.961538461538462,0.6737290947028439,0.6737290947028439,0,19,-4.4,4.43,1.0127413973001396
336202_2013,336202,9889,9935,651.5,651.5,2013,3.7202380952381,1.55185924223159,NA,1.92307692307692,1.072636802264848,NA,69,1,-6.2,4.52,0.31259550082233994
336491_2020,336491,7030,5512,652.5,270.5,2020,2.97619047619048,1.3803241941333877,0.9115174531214981,3.84615384615385,1.5781853689299967,0,0,100,-0.4,4.7,1.286825622291589
336491_2021,336491,7030,5512,652.5,270.5,2021,3.7202380952381,1.55185924223159,1.3803241941333877,0,0,1.5781853689299967,0,100,-3.6,4.6,0.5064618968651318
336491_2022,336491,7030,5512,652.5,270.5,2022,3.7202380952381,1.55185924223159,1.55185924223159,0.961538461538462,0.6737290947028439,0,0,100,-2.1,4.71,0.6096598912836075
336491_2024,336491,7030,5512,652.5,270.5,2024,4.46428571428571,1.6982334112172308,0.9115174531214981,2.88461538461539,1.3570239788197789,1.072636802264848,0,100,NA,NA,0.9745180892371217
338631_2009,338631,8981,5330,655.5,400.5,2009,2.23214285714286,1.1731453405306773,0,1.92307692307692,1.072636802264848,0.6737290947028439,52,10,-3.5,4.49,1.0274641279379488
338631_2010,338631,8981,5330,655.5,400.5,2010,4.46428571428571,1.6982334112172308,1.1731453405306773,2.88461538461539,1.3570239788197789,1.072636802264848,52,10,-6.1,4.71,0.3380157161796534
338631_2017,338631,8981,5330,655.5,400.5,2017,4.46428571428571,1.6982334112172308,0.9115174531214981,0,0,0,51,11,-4.6,4.5,0.8860640572929099
338631_2018,338631,8981,5330,655.5,400.5,2018,2.97619047619048,1.3803241941333877,1.6982334112172308,1.92307692307692,1.072636802264848,0,53,4,-2.7,4.36,0.21255378987976914
339241_2011,339241,456,8644,656.5,340.5,2011,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,0,100,-6.4,4.54,0.6510883565392345
340165_2022,340165,8878,1611,657.5,594.5,2022,2.97619047619048,1.3803241941333877,0,3.84615384615385,1.5781853689299967,1.7591832987934426,29,11,-2.9,4.6,0.6464820668239465
342063_2015,342063,8596,7914,660.5,482.5,2015,2.97619047619048,1.3803241941333877,NA,0.961538461538462,0.6737290947028439,NA,2,7,-2,4.66,0.33520298345582855
