id_year,id,plot_id,observer_id,x,y,year,Lapwing,log_Lapwing,log_Lapwing_lag,Crow,log_Crow,log_Crow_lag,Grasslands_Pastures,Arable_land,Tmin_winter,Precip_winter,dispersion
342063_2016,342063,8596,7914,660.5,482.5,2016,4.46428571428571,1.6982334112172308,1.3803241941333877,0.961538461538462,0.6737290947028439,0.6737290947028439,1,7,-1.6,4.57,0.21048227766849165
342063_2017,342063,8596,7914,660.5,482.5,2017,2.97619047619048,1.3803241941333877,1.6982334112172308,0,0,0.6737290947028439,1,0,-4.4,4.49,0.21136479045142095
342090_2023,342090,9045,4083,660.5,509.5,2023,2.23214285714286,1.1731453405306773,NA,0,0,NA,22,31,NA,NA,0.20969624384833047
343569_2015,343569,2859,9935,662.5,648.5,2015,7.44047619047619,2.1330387276888136,0,NA,NA,NA,21,0,-2.6,4.56,0.3522307704634346
343587_2019,343587,4600,9491,662.5,666.5,2019,2.23214285714286,1.1731453405306773,0,0,0,0.6737290947028439,46,40,-2.6,4.71,0.8541558521145615
344220_2021,344220,9300,479,663.5,629.5,2021,2.97619047619048,1.3803241941333877,NA,0,0,NA,5,0,-5.3,4.38,0.21176416581108903
344844_2019,344844,2948,1611,664.5,583.5,2019,2.97619047619048,1.3803241941333877,NA,1.92307692307692,1.072636802264848,NA,13,18,-2.4,4.62,0.209561695957368
344844_2021,344844,2948,1611,664.5,583.5,2021,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0,35,0,-5.2,4.34,0.7856395240559997
346601_2015,346601,7834,3579,667.5,330.5,2015,3.7202380952381,1.55185924223159,0.5562086296138083,0,0,0,0,100,-2.7,4.73,0.6247369484614754
346601_2024,346601,7834,3579,667.5,330.5,2024,5.95238095238095,1.9390841839849131,0.9115174531214981,0,0,0,0,100,NA,NA,0.5088129593118481
34664_2009,34664,8676,4050,201.5,613.5,2009,2.97619047619048,1.3803241941333877,0,1.92307692307692,1.072636802264848,0,45,7,-2.3,4.43,0.21237573373788912
34664_2021,34664,8676,8921,201.5,613.5,2021,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,49,7,-1.4,4.8,0.21181799556418338
346740_2001,346740,5532,9741,667.5,469.5,2001,3.7202380952381,1.55185924223159,0.5562086296138083,0,0,0,30,17,-2.7,4.3,0.3535810779183427
346740_2002,346740,5532,9741,667.5,469.5,2002,2.23214285714286,1.1731453405306773,1.55185924223159,0,0,0,9,33,-4,4.69,0.36777835820539057
346740_2003,346740,5532,9741,667.5,469.5,2003,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0,19,52,-8.5,3.76,0.8527328222686785
346740_2006,346740,5532,9741,667.5,469.5,2006,2.97619047619048,1.3803241941333877,0,0,0,0.6737290947028439,12,50,-7.1,4.69,0.33225603864722847
347975_2021,347975,4754,1922,669.5,364.5,2021,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-4,4.42,0.21075779718883114
347975_2022,347975,4754,1922,669.5,364.5,2022,4.46428571428571,1.6982334112172308,1.3803241941333877,0,0,0,0,100,-2.4,4.67,0.2102688409676333
348771_2006,348771,9552,1216,670.5,490.5,2006,3.7202380952381,1.55185924223159,0.5562086296138083,2.88461538461539,1.3570239788197789,1.7591832987934426,4,90,-7.2,4.66,0.963408467245327
348771_2010,348771,9552,1216,670.5,490.5,2010,2.23214285714286,1.1731453405306773,0.5562086296138083,0.961538461538462,0.6737290947028439,1.3570239788197789,0,91,-7,4.61,1.1476167585965154
349501_2008,349501,9835,3665,671.5,550.5,2008,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,17,50,-1.8,4.48,0.37150648847389056
349501_2012,349501,9835,3665,671.5,550.5,2012,2.97619047619048,1.3803241941333877,NA,0,0,NA,10,25,-5.4,4.51,0.20936646720101534
349501_2020,349501,9835,3665,671.5,550.5,2020,2.97619047619048,1.3803241941333877,0,1.92307692307692,1.072636802264848,1.072636802264848,13,29,-0.4,4.39,1.2542616619823732
351251_2008,351251,4224,4400,674.5,290.5,2008,3.7202380952381,1.55185924223159,2.040756399368598,0.961538461538462,0.6737290947028439,0,7,93,-2.3,4.13,0.6761944166846859
351251_2011,351251,4224,4400,674.5,290.5,2011,8.92857142857143,2.2954166035154335,0.9115174531214981,2.88461538461539,1.3570239788197789,0,2,92,-6,4.41,0.9363830201070142
351251_2012,351251,4224,4400,674.5,290.5,2012,2.23214285714286,1.1731453405306773,2.2954166035154335,0.961538461538462,0.6737290947028439,1.3570239788197789,5,92,-5.4,4.49,0.8369739117299415
351251_2013,351251,4224,4400,674.5,290.5,2013,2.23214285714286,1.1731453405306773,1.1731453405306773,2.88461538461539,1.3570239788197789,0.6737290947028439,8,92,-4.7,4.7,0.8623564363523472
351251_2014,351251,4224,4400,674.5,290.5,2014,2.97619047619048,1.3803241941333877,1.1731453405306773,1.92307692307692,1.072636802264848,1.3570239788197789,8,92,-2.2,4.34,0.7576892536459741
351251_2015,351251,4224,4400,674.5,290.5,2015,2.23214285714286,1.1731453405306773,1.3803241941333877,2.88461538461539,1.3570239788197789,1.072636802264848,15,85,-2.2,4.62,0.6628102574867901
351298_2017,351298,8805,9243,674.5,337.5,2017,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,-5.4,4.43,0.851720757192929
351298_2020,351298,8805,9243,674.5,337.5,2020,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,-0.6,4.62,0.5660605200652539
351628_2016,351628,9025,6849,674.5,667.5,2016,3.7202380952381,1.55185924223159,0.5562086296138083,0,0,0,37,55,-2.6,4.72,0.8858765391106183
351628_2019,351628,9025,6849,674.5,667.5,2019,2.97619047619048,1.3803241941333877,0,0,0,0.6737290947028439,17,78,-2.6,4.72,0.5661338521468046
351628_2021,351628,9025,6849,674.5,667.5,2021,4.46428571428571,1.6982334112172308,0,0,0,0,47,43,-5.1,4.34,0.6479437175480828
353218_2021,353218,115,5671,677.5,247.5,2021,5.95238095238095,1.9390841839849131,1.3803241941333877,0,0,0,0,100,-3.3,4.61,0.8327870006700548
353218_2022,353218,115,5671,677.5,247.5,2022,6.69642857142857,2.040756399368598,1.9390841839849131,0,0,0,0,100,-2.3,4.79,0.7339004256539866
353845_2015,353845,6150,1428,678.5,204.5,2015,2.97619047619048,1.3803241941333877,0,0,0,0,0,16,-2.7,4.67,0.21138506720222605
353845_2016,353845,6150,1428,678.5,204.5,2016,3.7202380952381,1.55185924223159,1.3803241941333877,0,0,0,0,14,-2.1,4.81,0.35262385373315164
353845_2018,353845,6150,1428,678.5,204.5,2018,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,0,15,-3.2,4.66,0.36567836615277616
357392_2014,357392,8131,8861,683.5,401.5,2014,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,7,93,-2.6,4.34,0.21025272114910498
357392_2015,357392,8131,8861,683.5,401.5,2015,5.20833333333333,1.825892475597513,1.1731453405306773,0,0,0,7,93,-2.3,4.64,0.32512159280038755
357392_2016,357392,8131,8861,683.5,401.5,2016,2.23214285714286,1.1731453405306773,1.825892475597513,0,0,0,17,83,-1.7,4.62,1.0088488037429464
357392_2018,357392,8131,8861,683.5,401.5,2018,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,18,82,-3.1,4.3,0.3795170991656745
357392_2019,357392,8131,8861,683.5,401.5,2019,5.20833333333333,1.825892475597513,1.1731453405306773,0,0,0,18,82,-2,4.64,0.7554851964824426
360677_2001,360677,5783,9243,688.5,336.5,2001,11.9047619047619,2.5575963831562776,NA,0,0,NA,0,100,-3.2,4.43,0.9554529408587579
360677_2002,360677,5783,9243,688.5,336.5,2002,6.69642857142857,2.040756399368598,2.5575963831562776,0,0,0,0,100,-4.8,4.43,0.5661173145952102
360677_2003,360677,5783,9243,688.5,336.5,2003,2.97619047619048,1.3803241941333877,2.040756399368598,0,0,0,0,100,-8.9,3.91,0.7384655953798467
360677_2005,360677,5783,9243,688.5,336.5,2005,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,0,100,-4.4,4.39,0.8160391912396964
360677_2006,360677,5783,9243,688.5,336.5,2006,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,0,100,-7.7,4.65,0.7426303503658297
360677_2008,360677,5783,9243,688.5,336.5,2008,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,0,100,-2.5,4.19,0.925982697834893
360677_2009,360677,5783,9243,688.5,336.5,2009,3.7202380952381,1.55185924223159,1.3803241941333877,0,0,0,0,100,-4.2,4.42,0.8117065495632289
360677_2011,360677,5783,9243,688.5,336.5,2011,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,0,100,-6.6,4.39,1.3863172575995055
366404_2002,366404,960,5845,696.5,703.5,2002,2.23214285714286,1.1731453405306773,0,0,0,0,3,0,-4.5,4.96,0.21356463186717653
366404_2009,366404,960,5845,696.5,703.5,2009,4.46428571428571,1.6982334112172308,0,0,0,0,18,0,-4.1,4.6,0.21055683087929908
369391_2023,369391,9266,812,701.5,340.5,2023,2.23214285714286,1.1731453405306773,0,0,0,0,3,91,NA,NA,0.7979180892950339
371102_2024,371102,6276,4064,703.5,711.5,2024,2.97619047619048,1.3803241941333877,0,0,0,0,28,0,NA,NA,0.21405364013584413
371343_2016,371343,5456,8782,704.5,282.5,2016,2.97619047619048,1.3803241941333877,NA,3.84615384615385,1.5781853689299967,NA,0,0,-1.8,4.63,0.2092202321883643
37212_2011,37212,3945,878,205.5,481.5,2011,2.97619047619048,1.3803241941333877,NA,0.961538461538462,0.6737290947028439,NA,10,55,-4.3,4.71,0.8928451711250346
37212_2012,37212,3945,878,205.5,481.5,2012,2.97619047619048,1.3803241941333877,1.3803241941333877,6.73076923076923,2.0452083700375936,0.6737290947028439,8,57,-1.8,5.11,1.0727063883211296
37212_2013,37212,3945,878,205.5,481.5,2013,3.7202380952381,1.55185924223159,1.3803241941333877,3.84615384615385,1.5781853689299967,2.0452083700375936,20,55,-2.5,4.93,0.9693178485386267
37212_2014,37212,3945,878,205.5,481.5,2014,3.7202380952381,1.55185924223159,1.55185924223159,8.65384615384615,2.2673564011103013,1.5781853689299967,23,52,0.2,4.29,0.21075113869594245
372207_2005,372207,8994,1372,705.5,476.5,2005,2.23214285714286,1.1731453405306773,NA,0,0,NA,17,75,-3.8,4.41,0.21256691964397129
372207_2021,372207,8994,6063,705.5,476.5,2021,2.23214285714286,1.1731453405306773,0,0,0,0,26,49,-4.3,4.34,0.2067301461298126
372207_2022,372207,8994,6063,705.5,476.5,2022,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,21,60,-2.6,4.63,0.2088905618769401
372207_2023,372207,8994,6063,705.5,476.5,2023,4.46428571428571,1.6982334112172308,1.1731453405306773,0,0,0,2,75,NA,NA,0.3401037450901358
375797_2014,375797,1940,4064,710.5,716.5,2014,2.23214285714286,1.1731453405306773,0,NA,NA,NA,49,44,-3.6,4.68,1.2496432819422467
375797_2016,375797,1940,4064,710.5,716.5,2016,2.97619047619048,1.3803241941333877,0.9115174531214981,NA,NA,NA,31,51,-3,4.96,0.3698894244603144
375797_2019,375797,1940,617,710.5,716.5,2019,2.23214285714286,1.1731453405306773,0.5562086296138083,NA,NA,NA,26,13,-3,4.96,0.6486605761547182
376012_2001,376012,1740,2823,711.5,261.5,2001,12.6488095238095,2.6136523034546437,NA,0,0,NA,28,39,-3.1,4.71,0.7326436034381534
376906_2019,376906,4450,8465,712.5,485.5,2019,2.23214285714286,1.1731453405306773,NA,0,0,NA,1,96,-2.1,4.67,0.2049231595619555
377031_2006,377031,8898,3729,712.5,610.5,2006,5.95238095238095,1.9390841839849131,NA,0,0,NA,3,87,-7.8,4.47,0.9489427696286931
377031_2007,377031,8898,3729,712.5,610.5,2007,4.46428571428571,1.6982334112172308,1.9390841839849131,0,0,0,3,87,-2.4,4.87,0.7417433023335757
377031_2010,377031,8898,3729,712.5,610.5,2010,3.7202380952381,1.55185924223159,0.9115174531214981,1.92307692307692,1.072636802264848,0,1,90,-8,4.57,0.7302865645842807
377031_2012,377031,8898,3729,712.5,610.5,2012,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,1,87,-5.7,4.56,0.6438519715027058
377709_2016,377709,4428,536,713.5,618.5,2016,2.97619047619048,1.3803241941333877,0.5562086296138083,0,0,0,0,90,-2.8,4.77,0.8499874114957781
377709_2017,377709,4428,536,713.5,618.5,2017,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,0,90,-4.6,4.55,0.2061664860289745
378991_2008,378991,8867,8714,715.5,560.5,2008,7.44047619047619,2.1330387276888136,NA,0,0,NA,0,98,-2,4.51,0.7662779311331401
378991_2013,378991,8867,8714,715.5,560.5,2013,2.97619047619048,1.3803241941333877,0.9115174531214981,0.961538461538462,0.6737290947028439,0,0,98,-6,4.62,0.8460644924007644
378991_2014,378991,8867,8714,715.5,560.5,2014,3.7202380952381,1.55185924223159,1.3803241941333877,0,0,0.6737290947028439,0,98,-3.4,4.37,0.3070326586061107
380022_2003,380022,5954,8706,717.5,251.5,2003,3.7202380952381,1.55185924223159,NA,0,0,NA,0,87,-8.6,4.3,0.6236823042007532
380022_2010,380022,5954,217,717.5,251.5,2010,2.97619047619048,1.3803241941333877,0,0,0,0,0,79,-5.7,4.82,0.20857354607222964
380022_2012,380022,5954,217,717.5,251.5,2012,2.23214285714286,1.1731453405306773,0,0,0,0,0,95,-5.8,4.63,0.8585702872637951
380022_2014,380022,5954,217,717.5,251.5,2014,4.46428571428571,1.6982334112172308,0,0,0,0,5,79,-2.6,4.44,0.3396945303502149
380022_2015,380022,5954,217,717.5,251.5,2015,2.97619047619048,1.3803241941333877,1.6982334112172308,0,0,0,5,75,-2.6,4.65,0.3359008463124327
380030_2021,380030,7777,9290,717.5,259.5,2021,2.23214285714286,1.1731453405306773,NA,0,0,NA,14,55,-3.8,4.65,1.1478129994898827
380815_2022,380815,7589,7309,718.5,374.5,2022,3.7202380952381,1.55185924223159,0,0,0,0,0,100,-3.1,4.71,0.8795455515439073
382896_2015,382896,2178,7826,721.5,445.5,2015,2.97619047619048,1.3803241941333877,NA,0,0,NA,1,99,-2.7,4.66,0.21188429928270497
382896_2018,382896,2178,7826,721.5,445.5,2018,2.23214285714286,1.1731453405306773,0,1.92307692307692,1.072636802264848,0,0,99,-3.7,4.33,0.20787460269254177
384155_2017,384155,5248,7309,723.5,364.5,2017,3.7202380952381,1.55185924223159,0.9115174531214981,0,0,0,0,81,-5.9,4.44,0.6183160707340637
384155_2019,384155,5248,7309,723.5,364.5,2019,3.7202380952381,1.55185924223159,0.9115174531214981,0,0,0,3,79,-2.7,4.58,1.0196706217812985
384155_2021,384155,5248,7309,723.5,364.5,2021,3.7202380952381,1.55185924223159,0,0,0,0,3,79,-4.4,4.36,0.7797722991690654
384810_2016,384810,7000,9808,724.5,349.5,2016,2.23214285714286,1.1731453405306773,0,2.88461538461539,1.3570239788197789,1.072636802264848,0,30,-2.4,4.62,0.8026828191930591
384810_2017,384810,7000,9808,724.5,349.5,2017,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,1.3570239788197789,0,30,-5.9,4.44,0.3684621709886977
384810_2018,384810,7000,9808,724.5,349.5,2018,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0,0,30,-3.7,4.34,0.48240078679994464
384810_2020,384810,7000,9808,724.5,349.5,2020,4.46428571428571,1.6982334112172308,0,NA,NA,NA,0,37,-1,4.62,0.7947049841403818
385585_2015,385585,3346,7826,725.5,454.5,2015,5.20833333333333,1.825892475597513,NA,2.88461538461539,1.3570239788197789,NA,0,100,-2.6,4.67,0.9369235029063865
385585_2018,385585,3346,7826,725.5,454.5,2018,2.23214285714286,1.1731453405306773,0,1.92307692307692,1.072636802264848,0,0,89,-3.6,4.34,0.21137502777292205
385585_2019,385585,3346,7826,725.5,454.5,2019,14.8809523809524,2.7651204276322567,1.1731453405306773,0,0,1.072636802264848,0,89,-2.4,4.68,1.0161137283307604
385748_2023,385748,6481,6655,725.5,617.5,2023,4.46428571428571,1.6982334112172308,0.5562086296138083,0,0,0,7,90,NA,NA,0.7100444454561887
385850_2015,385850,6480,617,725.5,719.5,2015,5.20833333333333,1.825892475597513,0,9.61538461538461,2.3623043276956674,0,15,3,-2.9,4.8,0.21068036467126972
386275_2003,386275,6475,6531,726.5,474.5,2003,2.23214285714286,1.1731453405306773,0,0,0,0,1,98,-9,3.89,0.3666094730864798
386275_2004,386275,6475,6531,726.5,474.5,2004,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,0,97,-4.9,4.72,0.21174339943853232
386275_2017,386275,6475,6531,726.5,474.5,2017,2.23214285714286,1.1731453405306773,0,0,0,0,0,97,-4.8,4.57,0.2127011425910754
38725_2003,38725,936,9725,207.5,654.5,2003,2.23214285714286,1.1731453405306773,0,0,0,0,14,7,-4.5,4.06,0.21216545114312224
387558_2002,387558,1549,5957,728.5,417.5,2002,2.23214285714286,1.1731453405306773,NA,1.92307692307692,1.072636802264848,NA,26,57,-4.7,4.62,0.8683123680182673
387558_2003,387558,1549,5957,728.5,417.5,2003,10.4166666666667,2.4350742760401274,1.1731453405306773,0,0,1.072636802264848,28,60,-9.1,3.89,0.8365391957446785
387558_2004,387558,1549,5957,728.5,417.5,2004,5.20833333333333,1.825892475597513,2.4350742760401274,1.92307692307692,1.072636802264848,0,41,46,-5.1,4.66,0.7595842075786926
387558_2013,387558,1549,8654,728.5,417.5,2013,2.23214285714286,1.1731453405306773,0,0,0,0,29,42,-5.4,4.68,0.21240530153553838
387558_2015,387558,1549,8654,728.5,417.5,2015,2.23214285714286,1.1731453405306773,0.9115174531214981,3.84615384615385,1.5781853689299967,0.6737290947028439,29,17,-2.6,4.61,0.8535577499513877
388323_2015,388323,8411,536,729.5,512.5,2015,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,100,-2.4,4.74,0.2110606403287355
389101_2019,389101,4697,6657,730.5,620.5,2019,3.7202380952381,1.55185924223159,0,0,0,0,33,62,-2.6,4.73,0.20889366745357218
389120_2015,389120,6769,5591,730.5,639.5,2015,2.23214285714286,1.1731453405306773,NA,0,0,NA,4,29,-2.6,4.63,0.2107056978431059
389120_2016,389120,6769,5591,730.5,639.5,2016,3.7202380952381,1.55185924223159,1.1731453405306773,0,0,0,4,29,-2.6,4.79,0.603204144792758
389120_2017,389120,6769,5591,730.5,639.5,2017,2.23214285714286,1.1731453405306773,1.55185924223159,0,0,0,0,22,-4.4,4.56,0.6382170666775201
389120_2020,389120,6769,5591,730.5,639.5,2020,6.69642857142857,2.040756399368598,NA,0,0,NA,13,22,-0.4,4.44,0.30819935631072626
389619_2009,389619,1038,7568,731.5,468.5,2009,4.46428571428571,1.6982334112172308,0,0,0,0,0,100,-4,4.42,0.3515832207940577
389619_2010,389619,1038,7568,731.5,468.5,2010,6.69642857142857,2.040756399368598,1.6982334112172308,0,0,0,0,100,-7.2,4.77,0.7017409447441667
389619_2011,389619,1038,7568,731.5,468.5,2011,3.7202380952381,1.55185924223159,2.040756399368598,0,0,0,0,100,-6.9,4.62,0.9205972156690251
389619_2012,389619,1038,7568,731.5,468.5,2012,2.23214285714286,1.1731453405306773,1.55185924223159,0,0,0,0,100,-5.6,4.55,0.8587214327406418
389619_2014,389619,1038,7568,731.5,468.5,2014,5.20833333333333,1.825892475597513,0.9115174531214981,0,0,0,0,100,-3.1,4.38,0.7729359418379952
389619_2015,389619,1038,7568,731.5,468.5,2015,5.20833333333333,1.825892475597513,1.825892475597513,0,0,0,0,100,-2.5,4.73,0.6681601237714307
389619_2016,389619,1038,7568,731.5,468.5,2016,2.97619047619048,1.3803241941333877,1.825892475597513,0,0,0,0,100,-2.1,4.7,0.20902939393588693
389619_2021,389619,1038,7568,731.5,468.5,2021,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,0,100,-4.3,4.47,0.21241857566708108
389619_2022,389619,1038,7568,731.5,468.5,2022,6.69642857142857,2.040756399368598,1.1731453405306773,0,0,0,0,100,-2.6,4.65,0.7164527443716712
389867_2017,389867,5395,4333,731.5,716.5,2017,3.7202380952381,1.55185924223159,0.5562086296138083,1.92307692307692,1.072636802264848,0.6737290947028439,31,0,-4.8,4.7,0.30626160823593207
389867_2018,389867,5395,4333,731.5,716.5,2018,3.7202380952381,1.55185924223159,1.55185924223159,1.92307692307692,1.072636802264848,1.072636802264848,13,0,-4.4,4.76,0.20984495750616092
389867_2023,389867,5395,4333,731.5,716.5,2023,3.7202380952381,1.55185924223159,0,2.88461538461539,1.3570239788197789,0,28,0,NA,NA,0.8886249766913945
392983_2009,392983,2835,4292,736.5,482.5,2009,2.23214285714286,1.1731453405306773,0,0,0,0,0,93,-4,4.44,0.2042499770399724
393658_2016,393658,7522,7261,737.5,487.5,2016,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,59,-2.2,4.74,0.4746652513212761
393658_2022,393658,7522,9839,737.5,487.5,2022,2.97619047619048,1.3803241941333877,NA,0,0,NA,12,60,-2.7,4.66,1.2401311012320715
393809_2009,393809,3660,1018,737.5,638.5,2009,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,92,0,-4.1,4.47,0.3375957219031069
393809_2012,393809,3660,1018,737.5,638.5,2012,2.97619047619048,1.3803241941333877,0,0,0,0.6737290947028439,54,3,-5.5,4.57,0.9487357261799348
393809_2015,393809,3660,1018,737.5,638.5,2015,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,93,0,-2.6,4.62,0.36447549907082444
393809_2023,393809,3660,8443,737.5,638.5,2023,7.44047619047619,2.1330387276888136,0,9.61538461538461,2.3623043276956674,0.6737290947028439,88,0,NA,NA,1.0146350915167845
394330_2001,394330,3432,6531,738.5,489.5,2001,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,5,84,-3,4.37,0.3642373940873335
394330_2002,394330,3432,6531,738.5,489.5,2002,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,3,88,-4.5,4.77,0.6855327851283148
394330_2003,394330,3432,6531,738.5,489.5,2003,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,3,88,-9.2,3.93,0.8089020462232548
394330_2004,394330,3432,6531,738.5,489.5,2004,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0,3,87,-5,4.76,0.3759247577564255
394330_2006,394330,3432,6531,738.5,489.5,2006,3.7202380952381,1.55185924223159,0,0,0,0,3,87,-7.6,4.7,0.7211233824947858
394330_2012,394330,3432,7261,738.5,489.5,2012,3.7202380952381,1.55185924223159,NA,0,0,NA,0,87,-5.5,4.58,0.679669251214873
394330_2013,394330,3432,7261,738.5,489.5,2013,13.3928571428571,2.666732051771476,1.55185924223159,NA,NA,NA,5,89,-5.6,4.75,0.941897239340218
394330_2014,394330,3432,7261,738.5,489.5,2014,4.46428571428571,1.6982334112172308,2.666732051771476,0,0,NA,3,87,-3.2,4.41,1.012911839069466
394330_2016,394330,3432,7261,738.5,489.5,2016,5.95238095238095,1.9390841839849131,NA,NA,NA,NA,3,92,-2.2,4.74,0.4749579229739445
394330_2022,394330,3432,9839,738.5,489.5,2022,7.44047619047619,2.1330387276888136,NA,0,0,NA,3,87,-2.6,4.67,0.5767928257572434
394330_2023,394330,3432,9839,738.5,489.5,2023,5.95238095238095,1.9390841839849131,2.1330387276888136,0,0,0,3,87,NA,NA,1.1126457084993011
394330_2024,394330,3432,9839,738.5,489.5,2024,4.46428571428571,1.6982334112172308,1.9390841839849131,0,0,0,3,87,NA,NA,0.8550666091170995
395129_2018,395129,574,5575,739.5,618.5,2018,2.23214285714286,1.1731453405306773,NA,0,0,NA,2,0,-3.6,4.49,0.6505306329107792
395160_2022,395160,3574,6657,739.5,649.5,2022,2.23214285714286,1.1731453405306773,0,1.92307692307692,1.072636802264848,0,93,4,-3.1,4.72,1.233168204975117
395160_2024,395160,3574,6657,739.5,649.5,2024,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0.6737290947028439,91,1,NA,NA,0.3627744520906059
395697_2023,395697,1267,6063,740.5,516.5,2023,5.95238095238095,1.9390841839849131,0.5562086296138083,NA,NA,NA,39,24,NA,NA,0.9930143417714697
395697_2024,395697,1267,6063,740.5,516.5,2024,2.23214285714286,1.1731453405306773,1.9390841839849131,0,0,NA,35,18,NA,NA,0.210470141023198
396949_2013,396949,3017,8654,742.5,428.5,2013,2.23214285714286,1.1731453405306773,0,0,0,0.6737290947028439,9,68,-5.6,4.73,0.2131507378486206
397078_2013,397078,1550,9051,742.5,557.5,2013,2.23214285714286,1.1731453405306773,NA,0,0,NA,0,99,-6,4.71,0.21204433492868063
397078_2018,397078,1550,9051,742.5,557.5,2018,3.7202380952381,1.55185924223159,0,0,0,0,0,99,-4,4.45,0.6127332721566509
397078_2022,397078,1550,9051,742.5,557.5,2022,3.7202380952381,1.55185924223159,0,0,0,0,0,100,-2.9,4.67,0.6704491740761854
397769_2021,397769,6817,8861,743.5,578.5,2021,5.20833333333333,1.825892475597513,0.5562086296138083,0,0,1.072636802264848,0,100,-5.1,4.61,0.833471248914547
397769_2022,397769,6817,8861,743.5,578.5,2022,2.23214285714286,1.1731453405306773,1.825892475597513,1.92307692307692,1.072636802264848,0,0,100,-2.9,4.7,0.3746452369787848
398404_2014,398404,5780,3572,744.5,543.5,2014,2.23214285714286,1.1731453405306773,NA,2.88461538461539,1.3570239788197789,NA,0,90,-3.3,4.43,0.8465375013267225
399086_2018,399086,7082,9051,745.5,555.5,2018,8.18452380952381,2.217519872959902,0.5562086296138083,0,0,0,7,76,-3.9,4.47,0.33305220175187067
399086_2022,399086,7082,9051,745.5,555.5,2022,3.7202380952381,1.55185924223159,0.9115174531214981,0,0,0,12,78,-2.8,4.67,1.1271259732580665
399923_2021,399923,6673,4333,746.5,722.5,2021,3.7202380952381,1.55185924223159,0,0.961538461538462,0.6737290947028439,0.6737290947028439,21,3,-5.7,4.62,0.7398182003519328
402970_2002,402970,7493,2541,751.5,419.5,2002,2.23214285714286,1.1731453405306773,0,0,0,0,8,88,-4.9,4.67,0.657658507768707
404396_2000,404396,8047,4893,753.5,505.5,2000,2.23214285714286,1.1731453405306773,NA,0.961538461538462,0.6737290947028439,NA,NA,NA,-2.8,4.56,1.0339037001532272
404396_2001,404396,8047,4893,753.5,505.5,2001,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0.6737290947028439,11,36,-2.8,4.42,0.8953807841763137
404396_2005,404396,8047,4893,753.5,505.5,2005,2.97619047619048,1.3803241941333877,0,0,0,0,12,40,-3.7,4.57,0.47726746356365574
404396_2012,404396,8047,2439,753.5,505.5,2012,2.23214285714286,1.1731453405306773,0,0,0,0,0,41,-5.4,4.61,0.20696520332619292
404396_2015,404396,8047,2439,753.5,505.5,2015,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,4,41,-2.3,4.74,0.2081148151764544
404814_2015,404814,1521,5934,754.5,253.5,2015,2.23214285714286,1.1731453405306773,0,0,0,0,0,83,-2.4,4.54,1.2336778280352292
405163_2012,405163,3736,5857,754.5,602.5,2012,3.7202380952381,1.55185924223159,NA,0,0,NA,8,20,-5.6,4.58,0.8882338456122818
407050_2002,407050,8217,6226,757.5,479.5,2002,8.18452380952381,2.217519872959902,NA,0,0,NA,0,100,-4.9,4.84,0.7908147917450272
407050_2003,407050,8217,6226,757.5,479.5,2003,4.46428571428571,1.6982334112172308,2.217519872959902,0,0,0,0,100,-9.5,4.03,0.7515204339026718
407050_2004,407050,8217,6226,757.5,479.5,2004,4.46428571428571,1.6982334112172308,1.6982334112172308,0,0,0,0,100,-5.3,4.84,0.33953065148587264
408215_2008,408215,9178,4327,759.5,304.5,2008,3.7202380952381,1.55185924223159,0,0,0,0,35,25,-2.8,4.23,0.35500784519097345
